delta1,delta2,delta3,delta4
0011,0017,0028,0024,
0011,0017,0028,0024,
0006,0016,0026,0024,
0006,0016,0026,0024,
0006,0016,0026,0024,
0007,0018,0017,0020,
0007,0016,0017,0020,
0007,0016,0017,0020,
0003,0012,0013,0016,
0003,0012,0013,0016,
0003,0012,0013,0016,
0005,0003,0010,0007,
0005,0003,0010,0007,
0005,0003,0010,0007,
0005,0004,0007,0004,
0005,0004,0007,0004,
0005,0004,0007,0004,
0000,0002,0000,0006,
0000,0002,0000,0006,
0000,0002,0000,0006,
0000,0000,0000,0003,
0000,0000,0000,0003,
0000,0000,0000,0003,
0001,0000,0002,0003,
0001,0000,0002,0003,
0001,0000,0002,0003,
0000,-001,0002,0000,
0000,-001,0002,0000,
0000,-001,0002,0000,
0004,-001,0005,0003,
