delta1,delta2,delta3,delta4
0011,0024,0027,0032,
0011,0024,0027,0032,
0012,0021,0030,0026,
0012,0021,0030,0026,
0012,0021,0030,0026,
0006,0013,0025,0024,
0006,0013,0025,0024,
0006,0013,0025,0024,
0008,0009,0018,0016,
0008,0009,0017,0016,
0008,0009,0017,0016,
0001,0006,0006,0008,
0001,0006,0006,0008,
0001,0006,0006,0008,
0001,0005,0002,0008,
0001,0005,0002,0008,
0001,0005,0002,0008,
-001,0004,0003,0003,
-001,0004,0003,0003,
-001,0004,0003,0003,
-003,0000,0004,0006,
-003,0000,0004,0006,
-003,0000,0004,0006,
-001,0001,0001,0000,
-001,0001,0001,0000,
-001,0001,0001,0000,
0003,0001,0004,0003,
0003,0001,0004,0003,
0003,0001,0004,0003,
-001,0005,-001,0004,
