delta1,delta2,delta3,delta4
0017,0017,0032,0026,
0017,0017,0032,0026,
0015,0027,0038,0037,
0015,0028,0038,0037,
0015,0028,0038,0037,
0015,0026,0036,0037,
0015,0026,0036,0037,
0015,0026,0036,0037,
0012,0016,0027,0027,
0012,0016,0021,0027,
0012,0016,0021,0027,
0003,0006,0009,0010,
0003,0006,0009,0010,
0003,0006,0009,0010,
0003,0007,0002,0005,
0003,0007,0002,0005,
0003,0007,0002,0005,
0006,0000,0001,0000,
0006,0000,0001,0000,
0006,0000,0001,0000,
0002,0002,-002,-002,
0002,0002,-002,-002,
0002,0002,-002,-002,
0000,-001,0002,-005,
0000,-001,0002,-005,
0000,-001,0002,-005,
0000,0001,-001,-002,
0000,0001,-001,-002,
0000,0001,-001,-002,
0003,0003,-002,0006,
