delta1,delta2,delta3,delta4
0014,0017,0024,0028,
0014,0017,0024,0028,
0020,0024,0037,0039,
0020,0024,0039,0039,
0020,0024,0039,0039,
0012,0026,0030,0037,
0012,0019,0030,0037,
0012,0019,0030,0037,
0008,0007,0008,0017,
0008,0007,0008,0017,
0008,0007,0008,0017,
0004,0003,0000,0002,
0004,0003,0000,0002,
0004,0003,0000,0002,
0007,-005,0002,0000,
0007,-005,0002,0000,
0007,-005,0002,0000,
0003,-001,-003,0002,
0003,-001,-003,0002,
0003,-001,-003,0002,
0005,0003,-001,-001,
0005,0003,-001,-001,
0005,0003,-001,-001,
-001,0002,-003,0004,
-001,0002,-003,0004,
-001,0002,-003,0004,
-001,0000,-006,-001,
-001,0000,-006,-001,
-001,0000,-006,-001,
-001,0002,-002,0010,
