delta1,delta2,delta3,delta4
0009,0027,0028,0036,
0009,0027,0028,0036,
0016,0030,0042,0044,
0016,0030,0042,0044,
0016,0030,0042,0044,
0014,0018,0031,0035,
0014,0018,0031,0035,
0014,0018,0031,0035,
0008,0012,0018,0020,
0008,0012,0018,0020,
0008,0012,0018,0020,
0001,0005,0005,0013,
0001,0005,0005,0013,
0001,0005,0005,0013,
0001,0002,0003,0004,
0001,0002,0003,0004,
0001,0002,0003,0004,
-001,0002,0004,0002,
-001,0002,0004,0002,
-001,0002,0004,0002,
0001,0000,0001,0004,
0001,0000,0001,0004,
0001,0000,0001,0004,
0006,-003,0004,0003,
0006,-003,0004,0003,
0006,-003,0004,0003,
0003,-001,-003,0001,
0003,-001,-003,0001,
0003,-001,-003,0001,
0000,0001,0001,-001,
