delta1,delta2,delta3,delta4
0007,0021,0025,0026,
0007,0021,0025,0026,
0008,0020,0027,0022,
0008,0019,0027,0022,
0008,0019,0027,0022,
0004,0013,0015,0017,
0004,0013,0015,0017,
0004,0013,0015,0017,
0003,0005,0009,0007,
0003,0005,0009,0007,
0003,0005,0009,0007,
0000,0000,0000,0005,
0000,0000,0000,0005,
0000,0000,0000,0005,
0003,0000,0007,0002,
0003,0000,0007,0002,
0003,0000,0007,0002,
-002,-002,-001,0003,
-002,-002,-001,0003,
-002,-002,-001,0003,
-002,0001,0001,0002,
-002,0001,0001,0002,
-002,0001,0001,0002,
-002,0001,0000,0002,
-002,0001,0000,0002,
-002,0001,0000,0002,
0003,0001,0003,0000,
0003,0001,0003,0000,
0003,0001,0003,0000,
0000,0001,0000,0000,
