delta1,delta2,delta3,delta4
0012,0019,0026,0023,
0012,0026,0033,0036,
0012,0026,0034,0036,
0012,0026,0034,0036,
0010,0023,0036,0035,
0010,0023,0036,0035,
0010,0023,0036,0035,
0008,0017,0027,0026,
0008,0017,0027,0026,
0008,0017,0027,0026,
0006,0008,0015,0015,
0006,0008,0015,0015,
0006,0008,0015,0015,
0005,0006,0011,0008,
0005,0006,0011,0008,
0005,0006,0011,0008,
0001,0005,0001,0006,
0001,0005,0001,0006,
0001,0005,0001,0006,
0004,0003,0007,0004,
0004,0003,0007,0004,
0004,0003,0007,0004,
0003,-003,0002,-005,
0003,-003,0002,-005,
0003,-003,0002,-005,
0007,0002,0005,0001,
0007,0002,0005,0001,
0007,0002,0005,0001,
-003,0004,-001,0008,
-003,0004,-001,0008,
