delta1,delta2,delta3,delta4
0012,0024,0026,0031,
0012,0024,0026,0031,
0011,0021,0033,0034,
0011,0021,0036,0034,
0011,0021,0036,0034,
0009,0012,0018,0021,
0009,0012,0018,0021,
0009,0012,0018,0021,
0007,0007,0010,0007,
0007,0007,0009,0007,
0007,0007,0009,0007,
0000,0001,-001,0001,
0000,0001,-001,0001,
0000,0001,-001,0001,
0005,0000,0002,-002,
0005,0000,0002,-002,
0005,0000,0002,-002,
0000,-004,0002,0004,
0000,-004,0002,0004,
0000,-004,0002,0004,
-002,0000,0001,-001,
-002,0000,0001,-001,
-002,0000,0001,-001,
-002,0001,0001,-002,
-002,0001,0001,-002,
-002,0001,0001,-002,
-001,0003,-003,0003,
-001,0003,-003,0003,
-001,0003,-003,0003,
-001,0003,0001,0005,
