delta1,delta2,delta3,delta4
0010,0018,0022,0029,
0010,0018,0022,0029,
0011,0016,0028,0021,
0011,0016,0028,0021,
0011,0016,0028,0021,
0008,0007,0016,0011,
0008,0007,0016,0011,
0008,0007,0016,0011,
0003,0000,0007,0004,
0003,0000,0007,0004,
0003,0000,0007,0004,
0001,0006,0004,0005,
0001,0004,0004,0005,
0001,0004,0004,0005,
0000,0001,0001,0002,
0000,0001,0001,0002,
0000,0001,0001,0002,
0002,0000,0000,-003,
0002,0000,0000,-003,
0002,0000,0000,-003,
0000,0006,0002,0002,
0000,0006,0002,0002,
0000,0006,0002,0002,
-003,0000,-001,-001,
-003,0000,-001,-001,
-003,0000,-001,-001,
-001,-002,0000,0000,
-001,-002,0000,0000,
-001,-002,0000,0000,
0003,0002,0004,0002,
