delta1,delta2,delta3,delta4
0010,0021,0026,0026,
0010,0021,0026,0026,
0012,0020,0027,0030,
0012,0020,0032,0030,
0012,0020,0032,0030,
0006,0017,0024,0019,
0006,0017,0024,0019,
0006,0017,0024,0019,
0005,0006,0008,0007,
0005,0006,0008,0007,
0005,0006,0008,0007,
0003,0006,0003,0004,
0003,0006,0003,0004,
0003,0006,0003,0004,
0000,0003,0000,0006,
0000,0003,0000,0006,
0000,0003,0000,0006,
-001,-001,-002,-005,
-001,-001,-002,-005,
-001,-001,-002,-005,
0001,0004,-003,0002,
0001,0004,-003,0002,
0001,0004,-003,0002,
0005,0002,0004,-002,
0005,0002,0004,-002,
0005,0002,0004,-002,
0004,0000,0003,-001,
0004,0000,0003,-001,
0004,0000,0003,-001,
0001,-002,-002,-001,
