delta1,delta2,delta3,delta4
0010,0022,0025,0035,
0010,0022,0025,0035,
0019,0022,0035,0041,
0020,0022,0039,0042,
0020,0022,0039,0042,
0011,0028,0038,0039,
0011,0024,0036,0039,
0011,0024,0036,0039,
0010,0012,0022,0021,
0010,0012,0020,0021,
0010,0012,0020,0021,
-006,0002,0002,0010,
-006,0002,0002,0010,
-006,0002,0002,0010,
0005,-001,0008,0004,
0005,-001,0008,0004,
0005,-001,0008,0004,
0000,0005,0000,0008,
0000,0005,0000,0008,
0000,0005,0000,0008,
-002,0001,-002,0009,
-002,0001,-002,0009,
-002,0001,-002,0009,
0003,0001,0003,0002,
0003,0001,0003,0002,
0003,0001,0003,0002,
-002,0000,0003,0002,
-002,0000,0003,0002,
-002,0000,0003,0002,
-001,-004,0000,0000,
