delta1,delta2,delta3,delta4
0009,0016,0026,0022,
0009,0016,0026,0022,
0009,0015,0025,0020,
0009,0015,0025,0020,
0009,0015,0025,0020,
0006,0015,0019,0018,
0004,0012,0019,0018,
0004,0012,0019,0018,
0003,0004,0011,0009,
0003,0004,0011,0009,
0003,0004,0011,0009,
0003,0000,0004,0004,
0003,0000,0004,0004,
0003,0000,0004,0004,
0003,0002,0003,0007,
0003,0002,0003,0007,
0003,0002,0003,0007,
0002,0001,0003,0000,
0002,0001,0003,0000,
0002,0001,0003,0000,
-002,0004,-003,0004,
-002,0004,-003,0004,
-002,0004,-003,0004,
-001,0003,-003,0004,
-001,0003,-003,0004,
-001,0003,-003,0004,
0007,0001,0008,-003,
0007,0001,0008,-003,
0007,0001,0008,-003,
-004,0001,0003,-001,
