delta1,delta2,delta3,delta4
0010,0015,0029,0026,
0010,0015,0029,0026,
0006,0014,0025,0022,
0006,0014,0025,0022,
0006,0014,0025,0022,
0004,0010,0014,0010,
0004,0008,0014,0010,
0004,0008,0014,0010,
0000,0000,0001,0004,
0000,0000,0001,0004,
0000,0000,0001,0004,
0004,0002,0000,-003,
0004,0002,0000,-003,
0004,0002,0000,-003,
-001,-004,0001,-001,
-001,-004,0001,-001,
-001,-004,0001,-001,
-001,-002,-004,-002,
-001,-002,-004,-002,
-001,-002,-004,-002,
0000,0004,0000,0003,
0000,0004,0000,0003,
0000,0004,0000,0003,
0001,0003,0003,0005,
0001,0003,0003,0005,
0001,0003,0003,0005,
0004,-004,0001,0001,
0004,-003,0001,0001,
0004,-003,0001,0001,
0003,-001,0002,-001,
