delta1,delta2,delta3,delta4
0014,0018,0028,0030,
0014,0018,0028,0030,
0007,0010,0024,0030,
0007,0010,0024,0030,
0007,0010,0024,0030,
0005,0012,0008,0016,
0005,0009,0008,0016,
0005,0009,0008,0016,
0006,0004,0006,0007,
0006,0004,0006,0007,
0006,0004,0006,0007,
0001,0001,0006,0001,
0001,0001,0006,0001,
0001,0001,0006,0001,
0000,-002,-003,0000,
0000,-002,-003,0000,
0000,-002,-003,0000,
0000,0001,0002,0000,
0000,0001,0002,0000,
0000,0001,0002,0000,
0000,0001,-001,0001,
0000,0001,-001,0001,
0000,0001,-001,0001,
-002,0000,0000,-001,
-002,0000,0000,-001,
-002,0000,0000,-001,
-001,0001,0001,0001,
-001,0001,0001,0001,
-001,0001,0001,0001,
0001,0000,0002,0000,
