delta1,delta2,delta3,delta4
0011,0022,0025,0030,
0011,0022,0025,0030,
0012,0017,0027,0026,
0012,0017,0026,0026,
0012,0017,0026,0026,
0007,0013,0015,0017,
0007,0012,0015,0017,
0007,0012,0015,0017,
0006,0004,0006,0003,
0006,0004,0006,0003,
0006,0004,0006,0003,
0000,0001,0000,0002,
0000,0001,0000,0002,
0000,0001,0000,0002,
0002,0004,0000,0001,
0002,0004,0000,0001,
0002,0004,0000,0001,
-002,0002,-001,-001,
-002,0002,-001,-001,
-002,0002,-001,-001,
-001,0001,0001,-002,
-001,0001,0001,-002,
-001,0001,0001,-002,
0004,0002,0004,-002,
0004,0002,0004,-002,
0004,0002,0004,-002,
0003,0001,0003,-001,
0002,0000,0002,0000,
0002,0000,0002,0000,
-003,0002,0002,-001,
