delta1,delta2,delta3,delta4
0010,0019,0030,0029,
0010,0019,0030,0029,
0014,0022,0036,0038,
0014,0022,0036,0038,
0014,0022,0036,0038,
0009,0014,0028,0026,
0009,0014,0028,0026,
0009,0014,0028,0026,
0006,0008,0015,0016,
0006,0008,0015,0016,
0006,0008,0015,0016,
0005,0005,0004,0008,
0005,0005,0004,0008,
0005,0005,0004,0008,
0007,0001,0007,0002,
0007,0001,0007,0002,
0007,0001,0007,0002,
0001,0005,0001,0003,
0001,0005,0001,0003,
0001,0005,0001,0003,
-002,-001,0002,0001,
-002,-001,0002,0001,
-002,-001,0002,0001,
0001,-001,-003,0000,
0001,-001,-003,0000,
0001,-001,-003,0000,
0006,0004,0005,0004,
0006,0004,0005,0004,
0006,0004,0005,0004,
0006,0001,0007,0001,
