delta1,delta2,delta3,delta4
0009,0022,0030,0037,
0009,0022,0030,0037,
0014,0022,0036,0040,
0014,0022,0036,0040,
0014,0022,0036,0040,
0011,0020,0038,0040,
0011,0020,0038,0040,
0011,0020,0038,0040,
0007,0008,0025,0025,
0007,0008,0023,0025,
0007,0008,0023,0025,
0004,0003,0008,0008,
0004,0003,0008,0008,
0004,0003,0008,0008,
-002,0005,0004,0009,
-002,0005,0004,0009,
-002,0005,0004,0009,
0001,0001,0007,0001,
0001,0001,0007,0001,
0001,0001,0007,0001,
-001,0000,0004,0004,
-001,0000,0004,0004,
-001,0000,0004,0004,
0003,0002,0002,0004,
0003,0002,0002,0004,
0003,0002,0002,0004,
-003,-003,0000,0000,
-003,-003,0000,0000,
-003,-003,0000,0000,
-002,0000,0003,0001,
