delta1,delta2,delta3,delta4
0009,0018,0026,0032,
0009,0018,0026,0032,
0011,0011,0021,0022,
0011,0011,0021,0022,
0011,0011,0021,0022,
0008,0005,0009,0013,
0008,0005,0009,0013,
0008,0005,0009,0013,
0003,0004,-001,0008,
0003,0004,-001,0008,
0003,0004,-001,0008,
0002,0003,0002,0005,
0002,0003,0002,0005,
0002,0003,0002,0005,
0002,-001,0004,0004,
0002,-001,0004,0004,
0002,-001,0004,0004,
0000,0003,0000,0002,
0000,0003,0000,0002,
0000,0003,0000,0002,
0005,0001,0001,-001,
0005,0001,0001,-001,
0005,0001,0001,-001,
0004,0000,0000,-005,
0004,0000,0000,-005,
0004,0000,0000,-005,
0003,-001,-002,0001,
0003,-001,-002,0001,
0003,-001,-002,0001,
-003,0001,-003,0005,
