delta1,delta2,delta3,delta4
0012,0018,0026,0021,
0010,0018,0028,0024,
0010,0018,0028,0024,
0010,0018,0028,0024,
0013,0019,0031,0033,
0013,0019,0031,0033,
0013,0019,0031,0033,
0011,0009,0022,0022,
0010,0009,0022,0022,
0010,0009,0022,0022,
0003,0003,0006,0011,
0003,0003,0006,0011,
0003,0003,0006,0011,
0006,0001,0004,0003,
0006,0001,0004,0003,
0006,0001,0004,0003,
0007,0001,0002,0000,
0007,0001,0002,0000,
0007,0001,0002,0000,
0000,0006,-004,0005,
0000,0006,-004,0005,
0000,0006,-004,0005,
0001,0001,-002,0003,
0001,0001,-002,0003,
0001,0001,-002,0003,
0003,0001,0000,0003,
0003,0001,0000,0003,
0003,0001,0000,0003,
0003,0002,0001,0003,
0003,0002,0001,0003,
