delta1,delta2,delta3,delta4
0011,0014,0024,0029,
0011,0014,0025,0029,
0014,0027,0034,0038,
0014,0027,0034,0038,
0014,0027,0034,0038,
0031,0039,0058,0058,
0031,0039,0058,0058,
0033,0039,0060,0058,
0033,0054,0079,0075,
0033,0054,0079,0075,
0033,0054,0081,0075,
0015,0050,0072,0071,
0015,0036,0072,0071,
0013,0019,0039,0042,
0004,0017,0033,0041,
0004,0006,0011,0016,
0004,0004,0011,0016,
-001,0004,0004,0001,
-001,0004,0004,0001,
-001,0002,0004,0001,
0001,-003,0005,0005,
0001,-003,0005,0005,
0001,-003,0005,0005,
0000,0003,0002,-004,
0000,0003,0002,-004,
0000,0003,0002,-004,
0001,0001,0004,0000,
0001,0001,0004,0000,
0001,0001,0004,0000,
-002,-003,-001,-001,
