delta1,delta2,delta3,delta4
0009,0020,0025,0028,
0009,0020,0025,0028,
0012,0025,0033,0033,
0012,0025,0033,0033,
0012,0025,0033,0033,
0010,0017,0028,0023,
0010,0016,0028,0023,
0010,0016,0028,0023,
0004,0007,0011,0015,
0004,0007,0011,0015,
0004,0007,0011,0015,
0002,0004,0006,0010,
0002,0004,0006,0010,
0002,0004,0006,0010,
-001,0006,0003,0008,
-001,0006,0003,0008,
-001,0006,0003,0008,
-002,0006,0003,0008,
-002,0006,0003,0008,
-002,0006,0003,0008,
0001,0005,0005,0006,
0001,0005,0005,0006,
0001,0005,0005,0006,
0002,0003,0005,0003,
0002,0003,0005,0003,
0002,0003,0005,0003,
0005,0003,0007,0001,
0005,0003,0007,0001,
0005,0003,0007,0001,
-001,0005,0003,0000,
