delta1,delta2,delta3,delta4
0010,0021,0027,0032,
0010,0021,0027,0032,
0014,0015,0031,0024,
0013,0015,0031,0024,
0013,0015,0031,0024,
0002,0009,0014,0018,
0002,0009,0014,0018,
0002,0009,0014,0018,
0008,0002,0010,0007,
0008,0002,0010,0007,
0008,0002,0010,0007,
0004,0003,0008,0004,
0004,0003,0008,0004,
0004,0003,0008,0004,
0005,0002,0005,0004,
0005,0002,0005,0004,
0005,0002,0005,0004,
-001,-002,-001,0002,
-001,-002,-001,0002,
-001,-002,-001,0002,
-005,0002,0002,0006,
-005,0002,0002,0006,
-005,0002,0002,0006,
-002,0000,-001,0001,
-002,0000,-001,0001,
-002,0000,-001,0001,
-001,0001,0000,0002,
-001,0001,0000,0002,
-001,0001,0000,0002,
0004,0001,0007,0004,
