delta1,delta2,delta3,delta4
0007,0016,0019,0029,
0007,0016,0019,0029,
0009,0016,0026,0030,
0009,0016,0026,0030,
0009,0016,0026,0030,
0008,0018,0025,0025,
0008,0018,0024,0025,
0008,0018,0024,0025,
0007,0005,0014,0015,
0007,0005,0014,0015,
0007,0005,0014,0015,
-001,0004,0001,0013,
-001,0004,0001,0013,
-001,0004,0001,0013,
-001,0000,0001,0003,
-001,0000,0001,0003,
-001,0000,0001,0003,
0004,0000,0002,0000,
0004,0000,0002,0000,
0004,0000,0002,0000,
0003,0004,-001,0008,
0003,0004,-001,0008,
0003,0004,-001,0008,
0007,-002,0005,0006,
0007,-002,0005,0006,
0007,-002,0005,0006,
-002,0001,0001,0003,
-002,0001,0001,0003,
-002,0001,0001,0003,
0004,0002,0002,0004,
