delta1,delta2,delta3,delta4
0023,0022,0041,0032,
0023,0022,0041,0032,
0018,0020,0042,0035,
0018,0020,0042,0035,
0018,0020,0042,0035,
0009,0015,0014,0022,
0009,0015,0014,0022,
0009,0015,0014,0022,
0002,0002,0006,0004,
0002,0002,0006,0004,
0002,0002,0006,0004,
0002,0006,0002,0002,
0002,0006,0002,0002,
0002,0006,0002,0002,
0005,0002,0002,0005,
0005,0002,0002,0005,
0005,0002,0002,0005,
0003,0001,0003,-001,
0003,0001,0003,-001,
0003,0001,0003,-001,
0002,0002,0002,0003,
0002,0002,0002,0003,
0002,0002,0002,0003,
0005,-003,0006,0001,
0005,-003,0005,0001,
0005,-003,0005,0001,
0002,0002,0000,0000,
0002,0002,0000,0000,
0002,0002,0000,0000,
0000,0001,0000,0002,
