delta1,delta2,delta3,delta4
0018,0020,0035,0031,
0018,0020,0035,0031,
0013,0022,0038,0037,
0013,0022,0038,0037,
0013,0022,0038,0037,
0009,0012,0016,0024,
0009,0011,0016,0024,
0009,0011,0016,0024,
0000,0006,0003,0010,
0000,0006,0003,0010,
0000,0006,0003,0010,
0003,0005,0003,0007,
0003,0005,0003,0007,
0003,0005,0003,0007,
0001,0005,0000,0004,
0001,0005,0000,0004,
0001,0005,0000,0004,
0005,-001,0005,0002,
0005,-001,0006,0002,
0005,-001,0006,0002,
0007,0001,0003,0001,
0007,0001,0003,0001,
0007,0001,0003,0001,
0001,0001,0003,0001,
0001,0001,0003,0001,
0001,0001,0003,0001,
0001,0003,0001,0007,
0001,0003,0001,0007,
0001,0003,0001,0007,
0004,-001,0003,0003,
