delta1,delta2,delta3,delta4
0016,0023,0031,0032,
0016,0023,0031,0032,
0020,0031,0044,0049,
0022,0032,0046,0050,
0022,0033,0053,0050,
0036,0049,0063,0066,
0039,0049,0066,0066,
0040,0049,0070,0070,
0041,0056,0074,0078,
0041,0056,0074,0078,
0037,0056,0074,0078,
0025,0053,0080,0070,
0022,0042,0080,0070,
0017,0031,0059,0062,
0015,0031,0054,0059,
0014,0018,0031,0039,
0010,0008,0017,0022,
0006,0004,0012,0018,
0006,0000,0011,0013,
0005,0000,0007,0013,
0001,0001,0006,0006,
0001,0001,0006,0006,
0001,0001,0004,0006,
0006,0000,0001,0001,
0006,0000,0001,0001,
0004,0000,0001,0001,
0004,0005,0001,-001,
0004,0005,0001,-001,
0004,0005,0001,-001,
0002,-003,0003,0008,
