delta1,delta2,delta3,delta4
0011,0020,0027,0034,
0011,0020,0027,0034,
0012,0018,0030,0031,
0012,0018,0030,0031,
0012,0018,0030,0031,
0012,0009,0023,0021,
0011,0009,0019,0021,
0011,0009,0019,0021,
0003,0002,0009,0009,
0003,0002,0009,0009,
0003,0002,0009,0009,
0004,0003,0005,0004,
0004,0003,0005,0004,
0004,0003,0005,0004,
0004,0000,0005,0004,
0004,0000,0005,0004,
0004,0000,0005,0004,
0007,0002,0004,0003,
0007,0002,0004,0003,
0007,0002,0004,0003,
-002,0001,-001,0005,
-001,0001,0000,0005,
-001,0001,0000,0005,
0005,-001,-001,0004,
0005,-001,-001,0004,
0005,-001,-001,0004,
0006,0007,0003,0002,
0006,0005,0003,0002,
0006,0005,0003,0002,
0006,0000,0007,0002,
