delta1,delta2,delta3,delta4
0013,0021,0031,0033,
0013,0021,0031,0033,
0014,0026,0038,0040,
0014,0026,0038,0040,
0014,0026,0038,0040,
0012,0015,0029,0028,
0012,0015,0027,0028,
0012,0015,0027,0028,
0003,0007,0010,0014,
0003,0007,0010,0014,
0003,0007,0010,0014,
0000,0004,0001,0007,
0000,0004,0001,0007,
0000,0004,0001,0007,
0001,0000,-001,0001,
0000,0000,0000,0000,
0000,0000,0000,0000,
0004,0001,0000,0001,
0004,0001,0000,0001,
0004,0001,0000,0001,
0004,0002,0008,0002,
0004,0002,0008,0002,
0004,0002,0008,0002,
-002,0003,0003,-003,
-002,0003,0003,-003,
-002,0003,0003,-003,
0002,0002,0003,0006,
0002,0002,0003,0006,
0002,0002,0003,0006,
-003,0005,0001,0004,
