delta1,delta2,delta3,delta4
0021,0031,0038,0030,
0021,0031,0038,0030,
0023,0044,0059,0051,
0023,0045,0064,0051,
0023,0045,0064,0051,
0043,0055,0077,0060,
0043,0055,0077,0060,
0043,0055,0077,0060,
0038,0059,0090,0069,
0038,0056,0090,0069,
0038,0056,0090,0069,
0014,0030,0060,0052,
0014,0030,0058,0052,
0014,0030,0049,0052,
0006,0003,0009,0006,
0006,0003,0009,0006,
0006,0003,0009,0006,
-001,-008,-009,-003,
-001,-008,-009,-003,
-001,-008,-009,-003,
-004,-003,-004,-008,
-004,-003,-004,-008,
-004,-003,-004,-008,
-005,-008,-008,-006,
-005,-008,-008,-006,
-005,-008,-008,-006,
-005,-011,-005,-004,
-005,-011,-005,-004,
-005,-011,-005,-004,
-007,-009,-007,-002,
