delta1,delta2,delta3,delta4
0008,0016,0027,0026,
0008,0016,0027,0026,
0010,0020,0033,0032,
0010,0020,0033,0032,
0010,0020,0033,0032,
0007,0010,0017,0020,
0007,0010,0017,0020,
0007,0010,0017,0020,
0004,0006,0007,0010,
0004,0006,0007,0010,
0004,0006,0007,0010,
-002,0002,0003,0005,
-002,0002,0003,0005,
-002,0002,0003,0005,
0006,0000,0007,0005,
0006,0000,0007,0005,
0006,0000,0007,0005,
0000,0005,0002,0008,
0000,0005,0002,0008,
0000,0005,0002,0008,
-001,0004,0003,0008,
-001,0004,0003,0008,
-001,0004,0003,0008,
-001,0006,0001,0005,
-001,0006,0001,0005,
-001,0006,0001,0005,
0006,0003,0007,-002,
0006,0003,0007,-002,
0006,0003,0007,-002,
-002,0003,0003,0008,
