delta1,delta2,delta3,delta4
0014,0027,0035,0037,
0014,0027,0035,0037,
0011,0025,0039,0038,
0011,0025,0039,0038,
0011,0025,0039,0038,
0012,0018,0028,0030,
0012,0018,0024,0030,
0012,0018,0024,0030,
0006,0009,0016,0015,
0006,0009,0015,0015,
0006,0009,0015,0015,
0006,0003,0008,0004,
0006,0003,0008,0004,
0006,0003,0008,0004,
0003,0002,0000,0002,
0003,0002,0000,0002,
0003,0002,0000,0002,
-003,0002,0002,0003,
-003,0002,0002,0003,
-003,0002,0002,0003,
0002,0000,0005,0003,
0002,0000,0005,0003,
0002,0000,0005,0003,
0002,0001,0003,0000,
0002,0001,0003,0000,
0002,0001,0003,0000,
0006,0002,0008,0004,
0006,0002,0007,0004,
0006,0002,0007,0004,
0002,-004,0000,0004,
