delta1,delta2,delta3,delta4
0014,0029,0040,0045,
0014,0029,0040,0045,
0011,0020,0032,0031,
0011,0020,0032,0031,
0011,0020,0032,0031,
0006,0008,0013,0019,
0006,0008,0013,0019,
0006,0008,0013,0019,
0007,0005,0006,0011,
0007,0005,0006,0011,
0007,0005,0006,0011,
0004,0000,0005,0004,
0004,0000,0005,0004,
0004,0000,0005,0004,
0002,0004,0004,0005,
0002,0004,0004,0005,
0002,0004,0004,0005,
-002,0002,0002,0006,
-002,0002,0002,0006,
-002,0002,0002,0006,
0003,-001,-001,0000,
0003,-001,-001,0000,
0003,-001,-001,0000,
0000,0004,0001,0006,
0000,0004,0001,0006,
0000,0004,0001,0006,
0006,0000,0003,0002,
0006,0000,0003,0002,
0006,0000,0003,0002,
0002,0003,0000,0007,
