delta0,delta1,delta2,delta3,delta4
0116,0114,0160,0274,0260
0119,0119,0165,0280,0272
0121,0119,0165,0288,0275
0126,0123,0170,0294,0289
0127,0128,0173,0296,0289
0129,0128,0176,0313,0303
0129,0128,0179,0319,0312
0137,0137,0183,0321,0318
0137,0137,0188,0337,0332
0143,0147,0197,0357,0349
0146,0147,0199,0363,0354
0155,0151,0212,0389,0383
0155,0151,0215,0392,0383
0155,0157,0218,0396,0393
0154,0156,0218,0396,0386
0154,0156,0218,0396,0386
0145,0142,0206,0373,0360
0144,0142,0206,0373,0360
0144,0142,0202,0373,0360
0137,0141,0200,0359,0348
0137,0141,0200,0359,0348
0137,0141,0200,0359,0349
0143,0144,0206,0371,0352
0143,0144,0208,0375,0362
0153,0155,0219,0404,0392
0154,0156,0229,0420,0411
0160,0160,0232,0434,0425
0160,0165,0236,0437,0425
0168,0168,0238,0438,0430
0168,0169,0241,0450,0439
