delta0,delta1,delta2,delta3,delta4
0100,0083,0138,0216,0202
0100,0083,0138,0216,0202
0097,0083,0141,0213,0201
0097,0083,0141,0213,0201
0097,0083,0141,0213,0201
0097,0083,0136,0209,0193
0097,0083,0136,0209,0193
0097,0083,0136,0209,0193
0096,0081,0136,0211,0195
0096,0081,0136,0211,0195
0096,0081,0136,0211,0195
0093,0080,0137,0212,0194
0093,0080,0137,0212,0194
0093,0080,0137,0212,0194
0093,0085,0138,0212,0200
0093,0085,0138,0212,0200
0093,0085,0138,0212,0200
0092,0084,0141,0214,0195
0092,0084,0141,0214,0195
0092,0084,0141,0214,0195
0096,0081,0137,0217,0194
0096,0081,0137,0217,0194
0096,0081,0137,0217,0194
0095,0084,0139,0210,0202
0095,0084,0139,0210,0202
0095,0084,0139,0210,0202
0094,0081,0137,0211,0193
0094,0081,0137,0211,0193
0094,0081,0137,0211,0193
0093,0080,0141,0213,0194
