delta0,delta1,delta2,delta3,delta4
0227,0224,0243,0386,0361
0227,0239,0243,0391,0369
0227,0239,0242,0391,0369
0227,0239,0240,0391,0369
0227,0228,0237,0389,0367
0224,0228,0237,0389,0367
0224,0228,0237,0389,0364
0210,0217,0232,0373,0349
0206,0214,0228,0373,0348
0199,0212,0227,0371,0347
0191,0202,0216,0356,0329
0191,0202,0216,0356,0329
0190,0202,0216,0356,0329
0195,0207,0218,0358,0332
0198,0207,0218,0358,0332
0198,0209,0222,0358,0333
0202,0219,0227,0371,0342
0205,0219,0230,0373,0342
0207,0222,0233,0373,0343
0211,0228,0233,0387,0359
0224,0231,0240,0387,0365
0225,0231,0242,0400,0378
0229,0242,0245,0403,0384
0234,0242,0253,0410,0390
0235,0244,0255,0416,0390
0237,0257,0256,0420,0401
0249,0263,0261,0425,0404
0266,0279,0277,0440,0427
0277,0280,0278,0455,0432
0293,0305,0304,0481,0466
