delta0,delta1,delta2,delta3,delta4
0087,0080,0122,0194,0184
0087,0080,0122,0194,0184
0087,0080,0122,0194,0184
0086,0081,0119,0196,0183
0086,0081,0119,0196,0183
0086,0081,0119,0196,0183
0089,0080,0123,0190,0184
0089,0080,0123,0190,0184
0089,0080,0123,0190,0184
0086,0076,0116,0184,0177
0086,0076,0116,0184,0177
0086,0076,0116,0184,0177
0089,0079,0122,0188,0183
0089,0079,0122,0188,0183
0089,0079,0122,0188,0183
0089,0083,0123,0194,0183
0089,0083,0123,0194,0183
0089,0083,0123,0194,0183
0089,0077,0121,0187,0179
0089,0077,0121,0187,0179
0089,0077,0121,0187,0179
0090,0078,0119,0186,0178
0090,0078,0119,0186,0178
0090,0078,0119,0186,0178
0088,0078,0122,0185,0183
0088,0078,0122,0185,0183
0088,0078,0122,0185,0183
0084,0076,0116,0186,0176
0084,0076,0116,0186,0176
0084,0076,0116,0186,0176
