delta0,delta1,delta2,delta3,delta4
0216,0225,0252,0391,0386
0213,0225,0252,0391,0386
0213,0225,0252,0391,0386
0213,0225,0255,0392,0385
0214,0225,0255,0393,0385
0214,0225,0255,0393,0385
0221,0233,0263,0403,0401
0221,0233,0263,0405,0404
0221,0233,0263,0405,0404
0216,0231,0256,0396,0390
0216,0231,0256,0396,0390
0216,0231,0256,0396,0390
0217,0228,0259,0395,0390
0217,0228,0259,0395,0390
0217,0228,0259,0395,0390
0219,0227,0261,0395,0391
0219,0227,0261,0395,0391
0219,0227,0261,0395,0391
0220,0235,0263,0401,0394
0220,0235,0266,0401,0394
0220,0235,0266,0401,0394
0221,0234,0264,0406,0398
0224,0234,0264,0406,0398
0224,0234,0264,0406,0398
0225,0243,0270,0412,0410
0227,0243,0270,0412,0410
0227,0243,0270,0412,0410
0229,0244,0267,0416,0412
0228,0244,0267,0416,0412
0228,0244,0267,0416,0412
