delta0,delta1,delta2,delta3,delta4
0112,0111,0150,0255,0241
0108,0110,0148,0249,0236
0108,0110,0148,0249,0236
0108,0110,0148,0249,0236
0113,0111,0150,0256,0244
0113,0111,0150,0260,0244
0113,0116,0152,0261,0245
0115,0117,0155,0267,0254
0116,0118,0155,0270,0254
0116,0118,0159,0270,0255
0116,0120,0160,0275,0259
0116,0120,0160,0275,0259
0116,0120,0160,0275,0259
0117,0119,0165,0272,0256
0117,0119,0161,0272,0256
0117,0119,0161,0272,0256
0115,0122,0161,0271,0257
0115,0122,0161,0271,0257
0116,0122,0161,0272,0261
0120,0119,0166,0282,0272
0120,0119,0166,0282,0275
0120,0120,0166,0282,0275
0126,0127,0169,0292,0280
0126,0127,0169,0292,0280
0126,0127,0169,0292,0280
0126,0125,0170,0295,0281
0125,0125,0170,0295,0281
0125,0124,0170,0295,0281
0123,0121,0168,0283,0273
0123,0121,0166,0283,0273
