delta0,delta1,delta2,delta3,delta4
0071,0066,0107,0189,0189
0071,0066,0107,0189,0189
0071,0066,0107,0189,0189
0076,0068,0109,0196,0201
0076,0068,0109,0196,0201
0076,0068,0109,0196,0201
0076,0070,0107,0200,0205
0076,0070,0107,0200,0205
0076,0070,0107,0200,0205
0074,0068,0109,0193,0198
0074,0068,0109,0193,0198
0074,0068,0109,0193,0198
0074,0070,0106,0199,0202
0074,0070,0106,0199,0202
0074,0070,0106,0199,0202
0075,0068,0113,0191,0201
0075,0068,0113,0191,0201
0075,0068,0113,0191,0201
0074,0068,0108,0190,0196
0074,0068,0108,0190,0196
0074,0068,0108,0190,0196
0078,0068,0108,0193,0201
0078,0068,0108,0193,0201
0078,0068,0108,0193,0201
0077,0068,0108,0197,0201
0077,0068,0108,0197,0201
0077,0068,0108,0197,0201
0078,0067,0114,0198,0206
0078,0067,0114,0198,0206
0078,0067,0114,0198,0206
