delta0,delta1,delta2,delta3,delta4
0076,0069,0113,0193,0198
0076,0069,0113,0193,0198
0076,0069,0113,0193,0198
0080,0070,0111,0195,0197
0080,0070,0111,0195,0197
0080,0070,0111,0195,0197
0075,0073,0111,0195,0193
0075,0073,0111,0195,0193
0075,0073,0111,0195,0193
0076,0069,0110,0189,0191
0076,0069,0110,0189,0191
0076,0069,0110,0189,0191
0076,0074,0110,0191,0191
0076,0074,0110,0191,0191
0076,0074,0110,0191,0191
0081,0068,0115,0188,0190
0081,0068,0115,0188,0190
0081,0068,0115,0188,0190
0079,0068,0108,0186,0188
0079,0068,0108,0186,0188
0079,0068,0108,0186,0188
0078,0067,0106,0182,0188
0078,0067,0106,0182,0188
0078,0067,0106,0182,0188
0076,0068,0109,0187,0186
0076,0068,0109,0187,0186
0076,0068,0109,0187,0186
0075,0070,0110,0189,0183
0075,0070,0110,0189,0183
0075,0070,0110,0189,0183
