delta0,delta1,delta2,delta3,delta4
0058,0057,0082,0120,0109
0058,0057,0080,0117,0109
0057,0057,0077,0117,0109
0051,0046,0069,0107,0094
0051,0046,0069,0107,0094
0051,0046,0069,0107,0094
0051,0045,0065,0104,0093
0051,0045,0065,0104,0093
0051,0045,0065,0104,0093
0054,0049,0066,0104,0093
0054,0049,0066,0104,0093
0054,0049,0070,0104,0093
0053,0047,0070,0107,0096
0053,0047,0070,0112,0097
0055,0047,0074,0112,0097
0055,0051,0076,0112,0105
0055,0051,0076,0123,0106
0062,0054,0078,0123,0108
0067,0061,0083,0128,0114
0067,0061,0084,0130,0114
0072,0061,0085,0131,0118
0072,0066,0096,0138,0125
0074,0067,0096,0143,0130
0082,0071,0101,0153,0139
0088,0074,0105,0153,0143
0090,0077,0107,0172,0152
0105,0079,0116,0175,0155
0105,0079,0116,0175,0155
0105,0079,0116,0175,0155
0107,0079,0116,0175,0155
