delta0,delta1,delta2,delta3,delta4
0205,0229,0236,0344,0307
0205,0229,0236,0344,0307
0206,0229,0236,0348,0308
0206,0229,0236,0348,0308
0206,0229,0236,0348,0308
0206,0230,0234,0348,0310
0206,0230,0234,0348,0310
0206,0230,0234,0348,0310
0207,0228,0235,0347,0306
0208,0228,0235,0347,0306
0208,0228,0235,0347,0306
0204,0226,0232,0341,0300
0204,0226,0232,0341,0300
0204,0226,0232,0341,0300
0204,0227,0228,0342,0298
0204,0227,0228,0342,0298
0204,0227,0228,0342,0298
0203,0228,0230,0338,0298
0203,0228,0230,0338,0298
0203,0228,0230,0338,0298
0205,0231,0238,0345,0305
0205,0231,0238,0345,0305
0205,0231,0238,0345,0305
0203,0225,0228,0337,0293
0203,0225,0228,0337,0293
0203,0225,0228,0337,0293
0204,0228,0235,0340,0295
0204,0228,0235,0340,0295
0204,0228,0235,0340,0295
0202,0224,0233,0333,0292
