delta0,delta1,delta2,delta3,delta4
0224,0282,0240,0329,0283
0222,0282,0240,0335,0286
0222,0282,0240,0335,0286
0220,0280,0239,0331,0286
0220,0280,0239,0331,0286
0220,0280,0239,0331,0286
0221,0285,0248,0331,0284
0221,0285,0248,0331,0284
0221,0285,0248,0331,0284
0221,0284,0248,0332,0284
0221,0284,0247,0332,0282
0221,0284,0247,0332,0282
0222,0279,0241,0329,0279
0222,0279,0241,0329,0279
0222,0279,0241,0329,0279
0222,0288,0244,0331,0281
0222,0288,0249,0331,0284
0222,0288,0249,0331,0284
0227,0287,0245,0336,0288
0227,0287,0245,0337,0289
0227,0287,0245,0337,0289
0221,0285,0244,0334,0283
0221,0285,0244,0334,0283
0221,0285,0244,0334,0283
0223,0286,0246,0333,0287
0223,0286,0246,0333,0287
0223,0286,0246,0333,0287
0226,0290,0248,0333,0289
0226,0290,0248,0333,0289
0226,0290,0248,0333,0289
