delta0,delta1,delta2,delta3,delta4
0075,0068,0110,0188,0186
0075,0068,0110,0188,0186
0076,0068,0110,0188,0186
0080,0075,0108,0191,0189
0080,0075,0108,0191,0189
0080,0075,0108,0191,0189
0080,0072,0113,0192,0189
0080,0072,0113,0192,0189
0080,0072,0113,0192,0189
0080,0067,0110,0191,0191
0080,0067,0110,0191,0191
0080,0067,0110,0191,0191
0078,0069,0112,0192,0192
0078,0069,0112,0192,0192
0078,0069,0112,0192,0192
0078,0071,0107,0190,0186
0078,0071,0107,0190,0186
0078,0071,0107,0190,0186
0079,0069,0113,0183,0187
0079,0069,0113,0183,0187
0079,0069,0113,0183,0187
0076,0069,0111,0190,0193
0076,0069,0111,0190,0193
0076,0069,0111,0190,0193
0079,0071,0114,0192,0191
0079,0071,0114,0192,0191
0079,0071,0114,0192,0191
0078,0071,0111,0192,0192
0078,0071,0111,0192,0192
0078,0071,0111,0192,0192
