delta0,delta1,delta2,delta3,delta4
0202,0295,0210,0248,0221
0206,0294,0206,0245,0219
0205,0294,0206,0243,0219
0205,0294,0206,0243,0219
0199,0294,0204,0243,0219
0199,0294,0204,0246,0219
0199,0294,0204,0246,0219
0202,0294,0207,0243,0220
0202,0294,0207,0243,0220
0202,0294,0207,0243,0220
0201,0294,0205,0242,0220
0201,0294,0205,0242,0220
0201,0294,0205,0242,0220
0204,0295,0206,0249,0227
0206,0295,0206,0249,0227
0206,0295,0206,0249,0227
0206,0302,0214,0249,0228
0206,0302,0214,0252,0228
0206,0302,0214,0252,0228
0205,0296,0210,0243,0218
0205,0296,0207,0243,0218
0205,0296,0207,0243,0218
0203,0296,0206,0243,0221
0203,0296,0206,0249,0226
0203,0296,0206,0249,0226
0207,0303,0210,0246,0225
0206,0303,0210,0246,0225
0206,0303,0210,0246,0225
0206,0296,0206,0248,0227
0207,0296,0206,0246,0227
