delta0,delta1,delta2,delta3,delta4
0077,0071,0106,0190,0193
0077,0071,0106,0190,0193
0080,0066,0113,0190,0198
0080,0066,0113,0190,0198
0080,0066,0113,0190,0198
0073,0069,0105,0193,0191
0073,0069,0105,0193,0191
0073,0069,0105,0193,0191
0074,0070,0106,0191,0194
0074,0070,0106,0191,0194
0074,0070,0106,0191,0194
0076,0065,0104,0184,0184
0076,0065,0104,0184,0184
0076,0065,0104,0184,0184
0076,0066,0111,0180,0189
0076,0066,0111,0180,0189
0076,0066,0111,0180,0189
0075,0067,0107,0190,0188
0075,0067,0107,0190,0188
0075,0067,0107,0190,0188
0073,0065,0106,0182,0190
0073,0065,0106,0182,0190
0073,0065,0106,0182,0190
0077,0067,0109,0184,0190
0077,0067,0109,0184,0190
0077,0067,0109,0184,0190
0076,0068,0106,0189,0188
0076,0068,0106,0189,0188
0076,0068,0106,0189,0188
0075,0065,0105,0187,0190
