delta0,delta1,delta2,delta3,delta4
0099,0087,0139,0212,0198
0099,0087,0139,0212,0198
0099,0087,0139,0212,0198
0100,0085,0136,0213,0200
0100,0085,0136,0213,0200
0100,0085,0136,0213,0200
0103,0087,0140,0209,0196
0103,0087,0140,0209,0196
0103,0087,0140,0209,0196
0099,0085,0142,0216,0202
0099,0085,0142,0216,0202
0099,0085,0142,0216,0202
0103,0089,0141,0215,0200
0103,0089,0141,0215,0200
0103,0089,0141,0215,0200
0100,0082,0136,0205,0194
0100,0082,0136,0205,0194
0100,0082,0136,0205,0194
0105,0086,0140,0213,0198
0105,0086,0140,0213,0198
0105,0086,0140,0213,0198
0103,0087,0142,0218,0197
0103,0087,0142,0218,0197
0103,0087,0142,0218,0197
0096,0082,0139,0213,0201
0096,0082,0139,0213,0201
0096,0082,0139,0213,0201
0097,0086,0139,0214,0202
0097,0086,0139,0214,0202
0097,0086,0139,0214,0202
