delta0,delta1,delta2,delta3,delta4
0210,0227,0240,0364,0333
0211,0227,0242,0368,0331
0211,0227,0242,0368,0331
0211,0227,0242,0368,0331
0204,0229,0243,0361,0319
0204,0229,0242,0361,0319
0204,0229,0242,0361,0319
0208,0227,0239,0362,0325
0208,0227,0239,0362,0327
0208,0227,0239,0362,0327
0207,0229,0241,0358,0321
0207,0229,0241,0358,0321
0207,0229,0241,0358,0321
0205,0222,0236,0355,0322
0205,0222,0236,0354,0322
0205,0222,0236,0354,0322
0206,0221,0236,0352,0313
0206,0221,0236,0352,0313
0206,0221,0236,0352,0313
0205,0224,0234,0358,0318
0205,0224,0234,0358,0319
0205,0224,0234,0358,0319
0209,0222,0236,0353,0315
0209,0222,0236,0353,0315
0209,0222,0236,0353,0315
0204,0227,0237,0353,0314
0204,0227,0239,0353,0314
0204,0227,0239,0353,0314
0206,0223,0238,0353,0316
0206,0223,0238,0353,0316
