delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0000,0001,0000,0000,0001,0001,0000
0001,0001,0000,0001,-001,0001,0001,0000,0000
0000,-001,0001,0002,-001,0001,0002,0000,-002
0000,-001,0001,0002,0000,0001,0000,0000,0000
0000,-001,0001,0002,0001,0001,0002,0000,0000
0001,0002,0001,0001,0000,0001,0001,0001,0001
0001,0002,0000,0001,0001,0001,0001,0001,0001
0001,0002,0000,0001,0001,0001,0001,0002,0001
0002,0003,0002,0000,0002,0002,0001,0001,0002
0002,0003,0002,0000,0003,0004,0001,0001,0003
0002,0003,0002,0000,0005,0007,0001,0001,0003
0004,0011,0004,-001,0008,0009,0002,0007,0005
0004,0012,0004,0004,0016,0010,0002,0009,0008
0004,0016,0004,0006,0018,0010,0002,0010,0009
0006,0023,0006,0006,0024,0013,0002,0011,0011
0006,0023,0006,0006,0024,0010,0002,0011,0013
0006,0022,0007,0006,0023,0013,0002,0012,0013
0005,0019,0007,0005,0022,0016,0001,0011,0009
0005,0019,0007,0005,0020,0016,0002,0011,0009
0005,0016,0007,0005,0016,0010,0002,0009,0009
0005,0016,0006,0004,0015,0010,0002,0009,0009
0004,0012,0005,0003,0011,0008,0001,0006,0008
0004,0008,0005,0003,0006,0007,0001,0005,0006
0003,0007,0004,0003,0006,0006,0004,0003,0004
0003,0002,0004,0003,0005,0005,0004,0003,0003
0003,0002,0003,0002,0001,0004,0001,0003,0003
0002,0002,0001,0001,0001,0001,0001,0001,0002
0002,0002,0001,0001,0001,0001,0001,0001,0002
0002,0002,0001,0001,0002,0001,0000,0001,0001
0000,0002,0001,0000,-001,-001,0000,0000,-001
0001,0002,0001,0000,-001,-001,0000,0000,0001
0001,0002,0000,0000,-001,-001,0000,0000,0001
0001,0000,0000,0001,0001,-001,0000,0000,0001
0001,0000,0000,0001,0001,-001,0001,0000,0001
0001,0000,0001,0000,0000,0001,0002,0001,0001
0000,0000,0001,0000,-001,-001,0001,0001,0001
0000,0000,0001,0000,-001,-001,0001,0001,0000
0000,0001,0001,0000,-001,-001,0001,0001,0000
0004,0002,0001,0002,-002,0002,0000,0000,0001
0004,0002,0001,0002,-002,0002,0000,0000,0001
0003,0002,0003,0002,-002,0001,0000,0000,0001
0002,0002,0001,0001,0001,0001,0002,0001,-001
0002,0002,0001,0001,0001,0001,0002,0001,0001
0002,0002,0000,0001,0001,0002,0002,0001,-001
0001,0001,-003,0001,0000,0000,0001,0000,0000
0001,0001,-003,0001,0000,0000,0000,0000,0000
0001,0001,-003,0001,0000,0000,0000,0000,0001
-001,-001,0002,-001,0000,0000,0000,0001,0001
-001,0000,0002,0000,-002,-001,-001,0001,0001
-001,0000,0003,0000,-002,0000,-001,0001,-001
0000,0001,0000,0001,0000,0000,0001,-001,-001
0001,0001,0001,0001,0000,0000,0001,-001,-001
0001,0001,0001,0001,0000,0000,0001,-001,-001
0003,0001,0001,0000,0000,0000,-002,0001,0001
0003,0001,0001,0000,0001,0000,-002,0001,0001
