delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0001,0000,0000,-001,-002,0000,0000
0001,0001,0000,0000,0001,0001,-002,0000,0000
0001,0001,0000,0000,0001,-003,-002,0001,0000
0001,0001,-001,0000,0001,-003,-002,0001,0000
0001,0001,0000,0000,0001,-003,-002,0001,0000
0002,0001,0000,0000,0001,0000,-002,0000,0001
0002,0001,0000,0000,0001,0000,0000,0000,0001
0002,0001,0000,0000,0001,0000,0001,0000,0001
0004,0002,0000,0002,0001,0000,0001,0000,0001
0004,0002,0001,0002,0002,0000,0001,0001,0001
0004,0002,0001,0002,0002,0001,0003,0001,0001
0007,0005,0002,0008,0005,0003,0007,0006,0003
0007,0008,0003,0008,0008,0005,0010,0008,0004
0007,0011,0003,0012,0015,0003,0012,0011,0005
0010,0017,0003,0015,0021,0004,0014,0017,0005
0010,0018,0003,0015,0021,0004,0014,0018,0004
0009,0018,0003,0014,0020,0006,0013,0018,0003
0009,0016,0002,0013,0018,0006,0011,0017,0002
0008,0014,0002,0011,0015,0003,0010,0015,0002
0008,0009,0002,0010,0011,0003,0010,0010,0002
0005,0008,0000,0007,0010,0003,0009,0010,0002
0004,0006,0000,0005,0006,0003,0005,0004,0002
0004,0005,0000,0004,0005,0002,0004,0004,0002
0003,0003,0000,0002,0002,0001,-001,0004,0002
0003,0002,0001,0002,0002,0000,0003,0003,0003
0003,0002,0000,0002,0001,0000,0003,0002,0002
0001,0001,0000,0000,0000,0001,0003,0001,0002
0002,0001,0000,0000,-001,0001,0000,0001,0001
0002,0001,0000,-002,-002,0001,0000,0001,0001
0002,0001,0001,-002,-001,-001,0000,0001,0000
0002,0002,0002,-002,-001,0003,0000,0001,0000
0002,0002,0002,-002,0000,0001,0000,0002,0000
0002,0002,0002,-001,-001,0001,-001,0001,0001
0000,0000,0001,-001,-001,0000,0000,0001,0001
0000,0000,0000,-001,-001,0000,0000,0000,0001
0001,0001,-001,0000,0000,-001,0000,0000,0000
0001,0001,-002,0000,0000,-002,-001,0000,0000
0001,0001,-002,0000,0000,-002,-001,0002,0000
0002,0001,0000,0000,0001,-001,-001,0001,0001
0002,0000,0000,0000,0001,-001,-001,0001,0001
0002,0000,0000,0000,0001,-002,0001,0001,0001
0002,0001,0001,0001,-001,-003,-001,0001,0001
0002,0001,0001,0001,0001,-002,-001,0000,0000
0002,0001,0001,0001,0001,-002,-001,0000,0000
0001,0001,-001,-001,0001,0000,-001,0000,0002
0001,0001,-001,0001,0000,-002,0001,0000,0002
0001,0001,-001,0001,0000,0000,0000,0001,0001
0002,0001,0000,0001,0000,-001,0000,0001,0001
0002,0001,0000,-001,0002,-001,0000,0001,0001
0002,0001,0001,-001,0001,-001,0000,0001,0001
0001,0001,0003,-001,0001,0000,0000,0001,0002
0001,0001,0001,-001,-001,0000,-001,0001,0002
0001,0001,0002,-001,-001,0002,-001,0001,0002
0002,0000,0000,-001,-001,0000,-001,0001,0001
0002,0000,0000,-001,-001,0000,-001,0001,0001
