delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,-001,0001,0002,-001,0003,0001,0000
0001,0000,-001,0001,0002,-001,0004,0001,0000
0000,0002,-001,0001,0000,-002,0000,0001,0001
0000,0002,-001,0001,0000,0002,0000,0003,0001
0000,0001,-001,0001,0000,0000,0000,0001,0003
0000,0001,-001,0001,0001,0000,0002,0002,0003
0000,0000,-001,0001,0001,0000,0002,0001,0002
0000,0000,-001,0001,0001,0001,0000,0001,0002
-001,0001,0002,0001,0001,0001,0000,0001,0002
-001,0001,0002,0001,0001,0001,0002,0000,0002
-001,0001,0002,0001,0001,0002,0003,0000,0002
0001,0005,0002,0004,0007,0006,0003,0004,0007
0001,0005,0004,0004,0010,0007,0002,0005,0008
0001,0008,0006,0004,0011,0014,0002,0005,0010
0001,0018,0007,0004,0020,0020,0003,0010,0017
0001,0018,0007,0004,0020,0020,0003,0010,0017
0001,0018,0007,0005,0019,0017,0003,0010,0014
0001,0017,0007,0005,0017,0017,0003,0007,0013
0001,0017,0004,0005,0017,0015,0003,0007,0009
0001,0012,0004,0005,0012,0011,0004,0006,0009
0001,0009,0002,0002,0010,0007,0003,0005,0007
0000,0004,0000,0002,0004,0004,0003,0003,0006
0000,0003,0000,0002,0004,0003,0003,0002,0004
0000,0002,0000,0001,0003,0003,0002,0001,0004
0000,-001,0001,0001,0001,0002,0002,0001,0000
0000,-001,0000,0001,0001,0002,0002,0001,0000
-001,0003,0000,0002,-002,0003,0002,0000,0000
-002,0003,-001,0002,0001,0003,0002,-001,0000
-002,0001,-001,0002,0002,0002,0002,-001,0000
-001,0001,-002,0001,0002,-001,0002,0001,0001
-001,0000,-003,0001,0001,-001,0002,0001,0001
-001,0001,-003,0001,0001,-001,0002,-002,0001
0000,0000,-003,0003,0002,0000,0003,-002,0001
0000,0000,-003,0003,0002,0000,0003,-002,0002
0000,0000,-003,0003,0002,0002,0003,0002,0002
-001,0000,-001,0001,0001,0000,0002,0001,0002
-001,0000,-001,0001,0001,-001,0001,0001,0002
-001,0000,-001,0001,0001,-001,0001,0000,0004
-001,0001,-001,0002,0000,0001,0003,0000,0004
-001,0001,-003,0002,0000,0001,0003,0000,0001
0000,0001,-002,0002,0000,-001,0003,0002,0001
0000,-001,0000,0002,0001,-001,0001,0000,0002
0000,0000,0000,0002,0001,0000,0001,0000,0002
0000,0000,0000,0003,0001,0002,0001,0000,0002
0001,0000,0000,0003,0001,0002,0001,0001,0002
0001,0001,0000,0003,0001,0002,0001,0001,0001
0001,0002,0000,0004,0003,0002,0001,0001,0001
0001,0002,0000,0001,0003,0001,0001,0001,0001
0000,0000,0000,0001,0003,0001,0001,0001,0001
0000,0000,0000,0001,0003,0001,0001,0001,0001
0001,0002,0000,0001,0001,0001,0001,0003,0001
0001,0002,0000,0001,0002,0001,0001,0003,0001
0001,0002,0000,0001,0002,-002,0001,0003,0000
0000,0001,-001,0001,0002,-002,0002,0001,0000
0000,0001,-001,0001,0001,0001,0002,0002,0001
