delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0000,-002,0002,0001,0000,0001,0001,0000
-001,0000,-003,0002,0001,0000,0000,0001,0000
0000,0000,-003,0002,0001,0000,0003,0001,0000
-001,0001,0000,0001,0000,-001,0000,-001,0001
-001,0001,0000,0000,0000,-001,0000,-001,0001
-001,0001,0000,0000,0000,-001,0000,-001,0001
-001,0001,0000,0001,0001,0000,0001,0002,0001
-002,0001,0000,0001,0001,0000,0001,0002,0001
-002,0001,0000,0001,0001,0000,0001,0002,0000
-001,0000,-001,0002,0002,-002,0001,0000,-001
0000,0000,-001,0003,0002,-001,0002,0001,0000
0000,0000,-001,0003,0002,-001,0002,0001,0001
0003,0007,0002,0008,0010,0005,0008,0008,0004
0006,0015,0002,0013,0018,0005,0012,0011,0004
0008,0032,0001,0021,0035,0002,0018,0016,0004
0008,0047,0000,0030,0059,0002,0027,0026,0004
0008,0047,0000,0030,0061,0002,0027,0026,0004
0008,0044,0000,0030,0061,0002,0030,0024,0004
0008,0044,0000,0030,0059,0002,0030,0024,0004
0008,0040,0000,0030,0052,0002,0029,0024,0004
0008,0030,0000,0030,0044,0002,0029,0024,0004
0008,0030,0000,0029,0044,0002,0029,0024,0004
0007,0024,0001,0027,0034,0002,0024,0019,0001
0007,0013,0003,0017,0017,0005,0018,0009,0001
0008,0010,0003,0015,0013,0005,0016,0008,0005
0008,0008,0003,0013,0009,0005,0010,0008,0005
0008,0007,0003,0009,0008,0005,0008,0008,0005
0008,0003,0003,0008,0007,0005,0008,0008,0005
0008,0003,0003,0006,0006,0005,0008,0008,0005
0008,0003,0003,0006,0006,0005,0008,0008,0005
0003,0003,0000,0005,0004,0003,0005,0005,0002
0001,0003,0000,0004,0004,0001,0004,0003,0001
0001,0001,0001,0002,0002,0001,0003,0002,0001
0001,0001,0001,0001,0001,-001,0002,0000,0001
0001,0001,0000,0002,0000,-001,0002,0000,0001
-001,0002,0000,0002,0000,-001,0002,0000,0001
-002,0000,0000,0002,0000,-001,0001,0000,0000
-002,0000,-001,0001,-001,-001,0002,0000,0001
-002,0000,-001,0001,-001,-001,0001,0000,0000
-001,-001,-001,0000,-001,0000,0002,0000,0000
-001,-001,0000,0000,-001,0000,0001,0000,0000
-001,-001,0000,0000,-001,0000,0001,0001,0000
0000,0000,0000,0000,0001,-002,0001,0002,0000
0000,0000,0000,0000,0001,-002,0001,0002,0001
0000,0000,0000,0000,0001,-002,0001,0002,0001
0000,0001,0000,0000,0002,-001,0001,0001,0001
0001,0001,0000,0000,0002,-001,0001,0001,0002
0000,0001,0000,0000,0002,-001,0001,0001,0002
0000,0000,-001,0002,0002,-001,0000,0000,0002
-001,0000,-004,0002,0002,-001,0001,0000,0002
-001,0000,-004,0002,0002,-001,0001,0000,0001
-001,0000,-001,0000,0000,-001,0001,-001,0001
-001,0000,-001,0000,0001,-001,0001,-001,0001
0000,0000,-001,0000,0001,-001,0001,-001,0001
0000,0000,-002,0001,0002,0000,0000,0001,0002
