delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,0001,0000,-001,0002,-001,0001,0002
0001,0000,0000,-001,-001,0002,0001,0001,0002
0001,0000,-001,-001,-001,0002,0000,0002,0001
0001,0000,-001,-001,-002,0003,0001,0002,0001
0001,0000,-001,0000,0000,0003,0001,0002,0001
0001,0000,0001,0000,-001,0003,0001,0002,0002
0001,0001,0001,0000,-001,0003,0001,0002,0004
0001,0002,0001,0000,-001,0005,0000,0002,0007
0002,0002,0001,0001,-001,0006,0000,0003,0011
0001,0002,0003,0001,0002,0010,0000,0003,0011
0001,0003,0004,0000,0002,0010,0000,0003,0011
0001,0003,0005,0000,0005,0011,0000,0005,0010
0002,0007,0005,0001,0008,0010,0000,0012,0009
0002,0008,0005,0001,0014,0009,0001,0015,0006
0004,0012,0005,0001,0018,0006,0004,0020,0004
0004,0013,0004,0006,0022,0006,0004,0020,0003
0004,0013,0004,0012,0022,0004,0005,0017,0000
0011,0012,0003,0018,0017,0003,0016,0014,0000
0018,0008,0002,0024,0011,0003,0023,0007,0001
0018,0006,0002,0027,0006,0003,0026,0005,0003
0018,0006,0002,0029,0005,0006,0028,0005,0003
0018,0006,0002,0030,0005,0006,0031,0005,0003
0018,0006,0002,0030,0005,0006,0028,0005,0003
0018,0006,0002,0028,0005,0006,0026,0005,0003
0018,0006,0002,0025,0005,0006,0025,0005,0003
0018,0006,0002,0023,0005,0006,0022,0005,0003
0011,0002,0002,0017,0006,0006,0016,0004,0001
0010,0002,0002,0014,0006,0005,0013,0004,0001
0008,0002,0001,0008,0004,0007,0008,0004,0001
0007,0001,0002,0005,0003,0005,0007,0004,0001
0006,0001,0001,0005,0003,0006,0004,0004,0001
0004,0001,0000,0003,0001,0005,0004,0003,0000
0004,0001,0000,0003,0001,0005,0004,0003,0001
0003,0001,0000,0002,-001,0004,0003,0002,0000
0003,0000,0000,0002,0000,0002,0001,0003,0001
0003,0000,0000,0002,0000,0004,0001,0002,0000
0002,0000,0001,0002,0000,0002,0001,0003,0001
0001,0001,0001,0002,0000,0003,0001,0003,-001
0001,0000,0001,0002,0000,0002,0002,0004,-001
0001,0001,0000,0000,0000,0003,0002,0004,-001
0001,0001,0001,0000,-001,0000,0002,0002,-001
0001,0001,0000,0000,-001,0000,0002,0002,-001
0001,0001,0001,0000,-001,0000,0000,0002,-002
0001,0000,0001,0000,-002,0000,0001,0001,-002
0001,0000,0001,0000,-002,0000,0001,0002,0001
0001,-001,-001,0000,-002,0000,0001,0001,0001
0001,0000,-001,0001,-001,0002,0002,0000,0000
0000,0000,-001,0001,-001,0002,0000,0000,0000
0000,0000,0000,0000,-001,0002,0000,0001,0000
0000,0000,0000,-001,-001,0002,-001,0001,0000
0001,0001,0000,-001,-001,0001,-001,0001,0000
0001,0001,0000,-001,-001,0001,-001,0000,-001
0001,0000,-001,-001,-001,0001,-001,0000,-001
0001,0000,-001,-001,-001,0001,0000,0001,-001
0001,0001,-002,0000,-001,-001,0000,0001,0000
