delta1,delta2,delta3,delta4
-0001,00015,00003,00062
-0001,00015,00003,00092
-0001,00015,00003,00124
00005,00027,00005,00165
00005,00032,00005,00165
00005,00033,00005,00165
00005,00034,00005,00165
00005,00030,00005,00165
00005,00024,00005,00165
00004,00030,00000,00037
00000,00017,00000,00022
00005,00012,00002,00014
00005,00014,00002,00008
00005,00006,00002,00006
00005,00007,00002,00001
00005,00006,00002,00002
00005,00005,00002,00000
00000,00005,-0001,00000
00002,00004,00000,-0001
00002,00007,00000,00001
00002,00004,00000,-0001
00002,00006,00001,00000
00001,00002,00001,00000
00000,00001,00002,00000
00003,00005,00001,00000
00000,00007,00003,00002
00000,00003,00003,00001
-0001,-0001,00004,00002
00000,00006,00001,00003
00001,00002,00000,00002
00000,00010,00002,00000
00004,00001,00001,-0003
00001,00003,00001,-0002
00001,00005,00001,00000
00001,00004,00001,00001
00001,00007,00001,00002
00003,00008,00001,00000
00000,00006,00001,00000
00001,00008,00000,00000
00001,00006,00001,00000
