delta1,delta2,delta3,delta4
00001,00019,00002,00044
00001,00019,00002,00049
00001,00019,00002,00065
00002,00033,00005,00077
00002,00034,00005,00077
00002,00037,00005,00077
00002,00031,00005,00077
00002,00039,00005,00077
00002,00035,00005,00077
00002,00034,00004,00163
00003,00029,00002,00159
00004,00035,00003,00133
00002,00035,00004,00102
00002,00030,00001,00066
00002,00021,00000,00043
00004,00016,00000,00022
00002,00013,-0002,00014
00002,00016,-0002,00009
00002,00016,-0002,00004
00002,00016,-0002,00005
00002,00016,-0002,00004
00002,00016,-0002,00001
00003,00005,00000,00001
00003,00005,00000,00001
00003,00006,00000,00001
00003,00002,00000,00001
00003,-0002,00000,00001
00003,-0002,00000,-0003
00004,00003,00002,00001
00000,-0001,00000,-0001
00000,-0001,00000,00001
-0001,00002,00002,00001
00000,00003,00000,00002
00001,00002,00003,00001
00001,00005,00001,00001
00002,00005,00001,-0001
00003,00007,00000,-0003
00001,00004,00000,-0002
00006,00005,00002,-0003
00003,-0002,00001,-0002
