delta1,delta2,delta3,delta4
00000,00015,00004,00045
00002,00026,00000,00052
00002,00027,00000,00052
00002,00027,00000,00052
00002,00039,00000,00052
00002,00033,00000,00052
00002,00038,00000,00052
00002,00036,00001,00355
00001,00024,00000,04134
00004,00033,00002,00269
00007,00032,00003,00137
00003,00028,00004,00070
00002,00021,00004,00040
00002,00014,00003,00026
00002,00018,00003,00026
00001,00008,-0001,00005
00001,00015,-0001,00006
00001,00009,-0001,00006
00001,00004,-0001,00001
00001,00003,-0001,00000
00001,00003,-0001,-0003
-0001,00005,00002,00002
00000,00005,-0001,-0002
00000,00002,00001,00001
00005,00001,00002,00001
00004,00008,00001,-0002
00003,00003,00002,00000
00002,00006,00001,00000
00002,00003,00001,00003
-0001,00005,00001,00000
00003,00009,00001,00000
00003,00005,00001,00000
00001,00007,-0001,00002
00000,00004,00001,00004
00004,00001,00001,-0001
00006,00005,00000,-0001
00004,00001,00001,00000
00001,00004,00001,00001
00001,00008,00001,-0003
00003,00002,00000,00001
