delta1,delta2,delta3,delta4
00000,00021,00002,00040
00000,00023,00002,00044
00000,00025,00002,00053
00000,00033,00002,00066
00004,00029,00002,00073
00004,00027,00003,00091
00004,00033,00002,00102
00003,00030,00002,00105
00002,00027,00000,00109
00007,00029,00002,00110
00007,00023,00002,00096
00002,00024,00002,00075
00003,00020,00002,00056
00004,00021,00001,00037
00003,00020,00001,00020
00004,00012,00001,00014
00004,00009,00001,00008
00004,00012,00001,00003
00004,00007,00001,00002
00004,00004,00001,00002
00004,00009,00001,00002
00002,00006,00002,-0001
-0002,00007,00001,00005
-0001,00009,00002,00002
00000,00004,-0001,00003
00003,00005,00002,00001
00001,00002,00002,00004
00001,00002,00003,00001
00000,00002,00003,00001
00001,-0001,00003,00003
00001,00004,00001,-0001
00002,00005,00001,-0001
00000,00006,-0001,00000
00001,00006,00000,00000
00000,00007,00001,00001
00005,-0001,00001,00000
00002,00004,00001,00002
00000,00001,00001,-0001
00000,00001,00003,00001
00001,00002,00001,00000
