delta1,delta2,delta3,delta4
00006,00011,00002,00039
00006,00011,00002,00048
00006,00011,00002,00054
00002,00026,00003,00059
00002,00026,00003,00059
00002,00025,00003,00059
00002,00028,00003,00059
00002,00031,00003,00059
00002,00034,00003,00059
00002,00030,00000,00103
00003,00030,00001,00114
00005,00031,00001,00119
00007,00029,00002,00130
00004,00030,00005,00137
00004,00035,00002,00141
00003,00025,00002,00136
00003,00030,00005,00131
00000,00029,00003,00110
00003,00031,00001,00095
00004,00026,00001,00067
00002,00022,00001,00042
00003,00014,00000,00029
00003,00013,00000,00029
00003,00010,00000,00029
00003,00012,00000,00029
00003,00005,00000,00029
00003,00004,00000,00029
00002,00006,00001,00003
00002,00006,00001,00001
00002,00006,00001,00002
00002,00006,00001,-0002
00000,00003,00004,00004
00000,00003,00004,-0001
00006,00002,00001,00000
00001,00000,00000,00000
00003,00005,00001,00002
00003,00002,00001,00000
00002,00007,00001,00001
00001,00004,00001,-0001
00000,00005,00001,00002
