delta1,delta2,delta3,delta4
00002,00015,00001,00034
00002,00015,00001,00042
00002,00015,00001,00051
00003,00025,00001,00056
00003,00025,00001,00056
00003,00027,00001,00056
00003,00030,00001,00056
00003,00029,00001,00056
00003,00030,00001,00056
00003,00026,00002,00107
00004,00037,00003,00125
00002,00028,00002,00137
00004,00035,00002,00146
00003,00029,00001,00141
00005,00031,00003,00139
00005,00025,00001,00121
00005,00024,00002,00095
00002,00024,00004,00064
00000,00022,00003,00044
00003,00017,00001,00029
00000,00014,00002,00024
00000,00011,00002,00024
00000,00013,00002,00024
00000,00007,00002,00024
00000,00007,00002,00024
00000,00008,00002,00024
00000,00003,00000,00004
00000,00003,00000,00001
00000,00003,00000,00003
00000,00003,00000,00000
00000,00003,00000,-0001
00002,00001,00002,00002
00001,00004,00003,00001
00002,00002,00001,-0001
-0001,-0001,00003,00000
00002,00005,00001,-0001
00000,00002,00001,00000
00001,00002,00001,00000
00000,00002,00002,-0003
00007,00000,00002,-0001
