delta1,delta2,delta3,delta4
00002,00018,00000,00040
00002,00018,00000,00053
00002,00018,00000,00070
00002,00018,00000,00086
00002,00031,00001,00104
00002,00032,00001,00104
00002,00032,00001,00104
00002,00033,00001,00104
00002,00029,00001,00104
00002,00030,00001,00104
00001,00023,00005,00048
-0001,00021,00002,00035
00001,00018,00000,00020
-0001,00009,00000,00012
-0001,00009,00000,00011
-0001,00002,00000,00001
-0001,00004,00000,00005
-0001,00001,00000,-0001
-0001,00005,00000,-0002
-0001,00004,00002,00000
00000,00004,00002,00001
00000,00002,00002,00002
00001,00007,00001,00002
00000,00000,-0001,-0002
00001,00006,00001,00001
00005,00000,00001,-0003
00000,00003,00000,-0001
-0001,00000,00002,00001
00000,00005,00002,00003
00001,00003,00002,-0001
00000,00007,00000,-0002
00000,00006,00003,00000
00000,00004,00002,00002
00001,00004,00001,00002
-0001,00008,-0001,00002
00002,00003,00003,00005
00000,00007,00004,00004
00001,00002,00002,00002
00000,-0004,00000,00001
00000,00001,00003,00002
