delta1,delta2,delta3,delta4
00003,00019,00003,00039
00003,00019,00003,00044
00003,00019,00003,00051
00002,00025,00002,00063
00002,00030,00002,00063
00002,00029,00002,00063
00002,00030,00002,00063
00002,00029,00002,00063
00002,00031,00002,00063
00001,00025,00004,00050
00001,00022,00001,00033
00002,00015,00002,00023
00002,00011,00002,00023
00002,00012,00002,00023
00002,00009,00002,00023
00002,00004,00002,00023
00002,00005,00002,00023
00003,00010,00000,00002
00003,00010,00000,00002
00003,00010,00000,00000
00003,00010,00000,00000
00003,00010,00000,00004
00003,00010,00000,-0002
00000,00001,00005,00001
-0001,00001,00003,00002
00000,00004,00001,00003
00000,00002,00002,00004
00000,00006,00001,-0001
-0001,00006,00001,00003
00005,00003,00001,-0001
00001,00002,00002,00002
00001,00004,00000,00000
00003,00005,00002,00001
00002,00004,00002,00000
00001,00006,00001,00000
00001,00003,00000,00001
00001,00004,00001,-0001
-0001,00001,00001,00000
00003,00004,-0001,-0002
00004,00001,00000,-0003
