delta1,delta2,delta3,delta4
00003,00019,00000,00036
00003,00019,00000,00047
00003,00019,00000,00057
00003,00019,00000,00074
00001,00030,00003,00089
00001,00029,00003,00089
00001,00036,00003,00089
00001,00035,00003,00089
00001,00032,00003,00089
00001,00039,00003,00089
00004,00034,00002,00105
00003,00030,00002,00090
00002,00031,00000,00068
00001,00026,00001,00048
00000,00022,00002,00032
00004,00018,00001,00020
00004,00008,00001,00012
00004,00009,00001,00006
00004,00004,00001,00004
00004,00007,00001,00004
00004,00002,00001,00001
00004,00004,00001,-0002
00003,00003,00000,-0004
00002,00004,-0001,-0003
00002,00003,00000,-0002
00001,00002,00000,00000
00003,00001,00000,-0003
00000,00004,00003,00002
-0001,00002,00003,00001
-0001,00000,00002,00001
00001,00001,00000,00000
00000,00003,00002,00002
00001,00001,00001,00001
00001,00002,-0001,00000
00001,00003,-0001,-0002
00001,00006,-0001,-0001
00000,00004,-0003,-0001
00003,00004,00001,-0002
00001,00007,00000,-0002
00000,00010,00004,00001
