delta1,delta2,delta3,delta4
00001,00018,00004,00042
00001,00018,00004,00054
00001,00018,00004,00062
00003,00035,00002,00076
00003,00034,00002,00076
00003,00038,00002,00076
00003,00033,00002,00076
00003,00040,00002,00076
00003,00031,00002,00076
00002,00029,00004,00082
00001,00025,00004,00052
00001,00021,00003,00031
-0001,00013,00003,00018
-0001,00010,00003,00018
-0001,00006,00003,00018
-0001,00006,00003,00018
-0001,00001,00003,00018
-0001,00003,00003,00018
-0001,00003,00002,00002
-0001,00003,00002,-0002
00004,00003,00002,00003
00004,00003,00002,00002
00004,00003,00002,00002
00004,00003,00002,-0002
00000,00003,00000,00002
00005,00003,00001,-0001
00003,00001,00002,00003
00002,00005,00001,00001
00004,00007,00000,00001
-0001,00003,00000,-0002
00000,00006,00001,00001
00000,00000,-0001,-0004
00000,00010,00000,00000
00000,00004,-0001,-0002
00005,00001,00001,-0001
00004,-0001,00001,00000
00002,-0002,00001,00001
00003,00003,00002,-0002
00003,00001,00001,-0001
-0001,00000,00003,00001
