delta1,delta2,delta3,delta4
00006,00016,00001,00043
00006,00016,00001,00051
00005,00022,00002,00059
00005,00024,00002,00059
00005,00023,00002,00059
00005,00027,00002,00059
00005,00023,00002,00059
00005,00027,00002,00059
00005,00026,00000,00051
00004,00017,00001,00034
00003,00016,00001,00020
00002,00011,00001,00009
00002,00007,00001,00006
00002,00002,00001,00003
00002,00005,00001,00005
00002,00004,00001,00000
00002,00001,00001,00004
00003,-0001,00000,-0001
00000,00000,00002,00002
00001,00002,00001,00000
00000,-0001,00003,00000
-0001,00004,00003,-0001
00002,00005,00003,00000
00000,00003,00000,00001
-0001,00002,00001,-0002
00003,00002,00001,-0001
00002,00004,00001,-0001
00000,00001,00000,-0002
00002,00002,00000,00000
00000,-0001,00000,-0002
-0001,00005,00003,00002
00000,-0002,00000,-0001
-0001,00005,-0001,-0002
00002,00004,00000,-0002
00001,00006,-0002,00000
00000,00001,00002,-0002
00001,00005,00003,-0001
-0001,00001,00002,-0002
00000,00005,00003,00002
00001,00004,00002,00004
